crop,target,task_type,count,with_images,gap_level
青花菜,猝倒病,safety_correction,1,0,severe_gap
青花菜,猝倒病,symptom_diagnosis,1,1,severe_gap
青花菜,甘蓝夜蛾,chemical_control,1,1,severe_gap
青花菜,甘蓝夜蛾,control_timing,1,1,severe_gap
青花菜,甘蓝夜蛾,safety_correction,1,1,severe_gap
青花菜,甘蓝夜蛾,symptom_diagnosis,1,1,severe_gap
青花菜,甜菜夜蛾,agronomic_control,1,1,severe_gap
青花菜,甜菜夜蛾,biological_control,2,1,severe_gap
青花菜,甜菜夜蛾,chemical_control,4,2,thin
青花菜,甜菜夜蛾,control_timing,1,1,severe_gap
青花菜,甜菜夜蛾,occurrence_condition,1,0,severe_gap
青花菜,甜菜夜蛾,safety_correction,1,0,severe_gap
青花菜,甜菜夜蛾,symptom_diagnosis,1,1,severe_gap
青花菜,生理性缺钙,chemical_control,1,1,severe_gap
青花菜,生理性缺钙,symptom_diagnosis,1,1,severe_gap
青花菜,病毒病,agronomic_control,2,2,severe_gap
青花菜,病毒病,chemical_control,1,1,severe_gap
青花菜,病毒病,occurrence_condition,1,1,severe_gap
青花菜,病毒病,symptom_diagnosis,3,2,thin
青花菜,病虫草害,chemical_control,1,0,severe_gap
青花菜,病虫草害,safety_correction,1,0,severe_gap
青花菜,白蝶,chemical_control,1,1,severe_gap
青花菜,白蝶,symptom_diagnosis,1,1,severe_gap
青花菜,白锈病,agronomic_control,1,1,severe_gap
青花菜,白锈病,biological_control,1,1,severe_gap
青花菜,白锈病,chemical_control,1,1,severe_gap
青花菜,白锈病,occurrence_condition,1,1,severe_gap
青花菜,白锈病,symptom_diagnosis,1,1,severe_gap
青花菜,空心,agronomic_control,1,1,severe_gap
青花菜,空心,chemical_control,1,1,severe_gap
青花菜,空心,occurrence_condition,1,1,severe_gap
青花菜,空茎,agronomic_control,2,1,severe_gap
青花菜,空茎,chemical_control,1,1,severe_gap
青花菜,空茎,control_timing,1,0,severe_gap
青花菜,空茎,general_qa,1,0,severe_gap
青花菜,空茎,occurrence_condition,2,1,severe_gap
青花菜,空茎,safety_correction,1,0,severe_gap
青花菜,空茎,symptom_diagnosis,1,0,severe_gap
青花菜,空茎空心,chemical_control,2,0,severe_gap
青花菜,空茎空心,occurrence_condition,2,0,severe_gap
青花菜,空茎空心,symptom_diagnosis,2,0,severe_gap
青花菜,立枯病,biological_control,1,0,severe_gap
青花菜,立枯病,chemical_control,4,1,thin
青花菜,立枯病,general_qa,1,0,severe_gap
青花菜,立枯病,occurrence_condition,2,1,severe_gap
青花菜,立枯病,safety_correction,2,0,severe_gap
青花菜,立枯病,symptom_diagnosis,2,1,severe_gap
青花菜,细菌性,chemical_control,1,1,severe_gap
青花菜,细菌性,safety_correction,1,1,severe_gap
青花菜,细菌性,symptom_diagnosis,1,1,severe_gap
青花菜,细菌性斑点病,agronomic_control,1,1,severe_gap
青花菜,细菌性斑点病,chemical_control,1,1,severe_gap
青花菜,细菌性斑点病,occurrence_condition,1,1,severe_gap
青花菜,细菌性斑点病,safety_correction,1,1,severe_gap
青花菜,细菌性斑点病,symptom_diagnosis,1,1,severe_gap
青花菜,缺硼症,symptom_diagnosis,1,0,severe_gap
青花菜,缺素症,chemical_control,1,0,severe_gap
青花菜,缺素症,symptom_diagnosis,1,0,severe_gap
青花菜,缺镁症,chemical_control,1,0,severe_gap
青花菜,茎瘤病,agronomic_control,1,1,severe_gap
青花菜,茎瘤病,chemical_control,1,1,severe_gap
青花菜,茎瘤病,occurrence_condition,1,1,severe_gap
青花菜,茎瘤病,safety_correction,1,1,severe_gap
青花菜,茎瘤病,symptom_diagnosis,1,1,severe_gap
青花菜,茎空心,chemical_control,1,0,severe_gap
青花菜,菌核病,agronomic_control,1,1,severe_gap
青花菜,菌核病,biological_control,1,0,severe_gap
青花菜,菌核病,chemical_control,3,1,thin
青花菜,菌核病,occurrence_condition,2,1,severe_gap
青花菜,菌核病,safety_correction,1,0,severe_gap
青花菜,菌核病,symptom_diagnosis,1,1,severe_gap
青花菜,菜蝽,agronomic_control,1,0,severe_gap
青花菜,菜蝽,chemical_control,1,0,severe_gap
青花菜,菜蝽,control_timing,1,1,severe_gap
青花菜,菜蝽,symptom_diagnosis,1,1,severe_gap
青花菜,菜螟,biological_control,1,0,severe_gap
青花菜,菜螟,chemical_control,2,0,severe_gap
青花菜,菜螟,occurrence_condition,1,0,severe_gap
青花菜,菜螟,safety_correction,1,0,severe_gap
青花菜,菜青虫,agronomic_control,3,1,thin
青花菜,菜青虫,biological_control,2,1,severe_gap
青花菜,菜青虫,chemical_control,11,2,covered
青花菜,菜青虫,control_timing,3,1,thin
青花菜,菜青虫,occurrence_condition,1,0,severe_gap
青花菜,菜青虫,safety_correction,2,0,severe_gap
青花菜,菜青虫,symptom_diagnosis,4,2,thin
青花菜,蚊蝇,symptom_diagnosis,1,1,severe_gap
青花菜,蚜,control_timing,1,1,severe_gap
青花菜,蚜,symptom_diagnosis,1,1,severe_gap
青花菜,蚜虫,agronomic_control,2,0,severe_gap
青花菜,蚜虫,biological_control,1,0,severe_gap
青花菜,蚜虫,chemical_control,10,1,covered
青花菜,蚜虫,control_timing,2,0,severe_gap
青花菜,蚜虫,occurrence_condition,1,0,severe_gap
青花菜,蚜虫,safety_correction,2,0,severe_gap
青花菜,蚜虫,symptom_diagnosis,3,1,thin
青花菜,蜗牛,chemical_control,1,0,severe_gap
青花菜,蝼蛄,agronomic_control,1,1,severe_gap
青花菜,蝼蛄,chemical_control,1,1,severe_gap
青花菜,蝼蛄,control_timing,1,1,severe_gap
青花菜,蝼蛄,symptom_diagnosis,2,2,severe_gap
青花菜,褐斑病,agronomic_control,1,1,severe_gap
青花菜,褐斑病,chemical_control,1,1,severe_gap
青花菜,褐斑病,occurrence_condition,1,1,severe_gap
青花菜,褐斑病,symptom_diagnosis,1,1,severe_gap
青花菜,褐腐病,agronomic_control,1,0,severe_gap
青花菜,褐腐病,chemical_control,1,0,severe_gap
青花菜,角斑病,agronomic_control,1,1,severe_gap
青花菜,角斑病,chemical_control,2,1,severe_gap
青花菜,角斑病,occurrence_condition,1,1,severe_gap
青花菜,角斑病,symptom_diagnosis,2,1,severe_gap
青花菜,软腐病,agronomic_control,3,1,thin
青花菜,软腐病,biological_control,2,1,severe_gap
青花菜,软腐病,chemical_control,7,1,thin
青花菜,软腐病,control_timing,2,0,severe_gap
青花菜,软腐病,general_qa,1,0,severe_gap
青花菜,软腐病,occurrence_condition,1,1,severe_gap
青花菜,软腐病,safety_correction,4,1,thin
青花菜,软腐病,symptom_diagnosis,2,1,severe_gap
青花菜,铁苋菜,chemical_control,1,0,severe_gap
青花菜,铁苋菜,safety_correction,1,0,severe_gap
青花菜,霜霉病,agronomic_control,3,0,thin
青花菜,霜霉病,biological_control,1,0,severe_gap
青花菜,霜霉病,chemical_control,16,2,covered
青花菜,霜霉病,control_timing,2,0,severe_gap
青花菜,霜霉病,general_qa,2,0,severe_gap
青花菜,霜霉病,occurrence_condition,3,1,thin
青花菜,霜霉病,safety_correction,4,1,thin
青花菜,霜霉病,symptom_diagnosis,5,2,thin
青花菜,马齿苋,chemical_control,1,0,severe_gap
青花菜,马齿苋,safety_correction,1,0,severe_gap
青花菜,黄化,occurrence_condition,1,1,severe_gap
青花菜,黄化,symptom_diagnosis,1,1,severe_gap
青花菜,黄曲条跳甲,biological_control,1,0,severe_gap
青花菜,黄曲条跳甲,chemical_control,4,2,thin
青花菜,黄曲条跳甲,control_timing,2,2,severe_gap
青花菜,黄曲条跳甲,occurrence_condition,1,0,severe_gap
青花菜,黄曲条跳甲,safety_correction,2,1,severe_gap
青花菜,黄曲条跳甲,symptom_diagnosis,4,4,thin
青花菜,黄花球,occurrence_condition,1,1,severe_gap
青花菜,黑斑病,agronomic_control,3,0,thin
青花菜,黑斑病,chemical_control,9,2,covered
青花菜,黑斑病,occurrence_condition,2,1,severe_gap
青花菜,黑斑病,safety_correction,3,1,thin
青花菜,黑斑病,symptom_diagnosis,4,2,thin
青花菜,黑点烂点,chemical_control,2,0,severe_gap
青花菜,黑胫病,agronomic_control,2,1,severe_gap
青花菜,黑胫病,chemical_control,2,1,severe_gap
青花菜,黑胫病,occurrence_condition,2,2,severe_gap
青花菜,黑胫病,safety_correction,1,1,severe_gap
青花菜,黑胫病,symptom_diagnosis,2,2,severe_gap
青花菜,黑腐病,agronomic_control,2,1,severe_gap
青花菜,黑腐病,biological_control,1,0,severe_gap
青花菜,黑腐病,chemical_control,10,1,covered
青花菜,黑腐病,control_timing,1,0,severe_gap
青花菜,黑腐病,occurrence_condition,4,1,thin
青花菜,黑腐病,safety_correction,4,1,thin
青花菜,黑腐病,symptom_diagnosis,2,2,severe_gap
